gene_id	baseMean	log2FoldChange	lfcSE	pvalue	padj
ENSMUSG00000037740	219.2746	0.03851138	0.07749428	0.0887519	0.8235835
ENSMUSG00000037742	18576.69	-0.008384854	0.04922609	0.6349325	0.9918021
ENSMUSG00000037747	556.4281	0.008538016	0.06250816	0.579953	0.9892007
ENSMUSG00000037750	123.0339	0.0002115641	0.06197308	0.9883374	0.9987246
ENSMUSG00000037752	53.78409	0.002555376	0.06414731	0.8448523	0.9959254
ENSMUSG00000037754	2265.377	-0.01969665	0.06771865	0.2510928	0.9358582
ENSMUSG00000037759	3.007579	3.191342e-05	0.06961715	0.9936216	NA
ENSMUSG00000037761	78.25228	-0.007344219	0.06478136	0.5882294	0.9896511
ENSMUSG00000037762	23.93789	0.01567977	0.0718943	0.123333	0.8633065
ENSMUSG00000037771	899.1748	0.02373638	0.06657261	0.2268039	0.9277263
ENSMUSG00000037772	134.3185	-0.005615935	0.06011199	0.7243076	0.9945077
ENSMUSG00000037773	116.9934	0.02513248	0.07463388	0.1023989	0.8389253
ENSMUSG00000037784	235.3743	-0.01314668	0.06204923	0.4412834	0.9782461
ENSMUSG00000037787	108.2263	-0.006983378	0.06146863	0.6538867	0.9918021
ENSMUSG00000037788	442.1545	0.01079137	0.05619273	0.5468017	0.9842256
ENSMUSG00000037791	273.6938	0.01040848	0.06349741	0.5006031	0.9833475
ENSMUSG00000037795	294.9264	0.008961394	0.06576641	0.500357	0.9833475
ENSMUSG00000037798	0.5843428	-0.001122235	0.08108255	0.4227766	NA
ENSMUSG00000037801	1.858838	0.002594126	0.07062354	0.3903606	NA
ENSMUSG00000037805	734.005	-0.01423958	0.06055823	0.4264891	0.975772
ENSMUSG00000037808	173.1083	-0.04176637	0.08040036	0.06951928	0.8078312
ENSMUSG00000037813	45.86941	0.004155348	0.06318994	0.7668242	0.9958846
ENSMUSG00000037815	403.4552	0.03982857	0.07667763	0.09183833	0.8261421
ENSMUSG00000037816	62.38431	0.02247416	0.07515877	0.06547523	0.8026293
ENSMUSG00000037818	95.34475	-0.0001420616	0.05849178	0.9929522	0.9994231
ENSMUSG00000037820	78.56201	0.01755615	0.07165152	0.1510255	0.8817938
ENSMUSG00000037822	959.5835	-0.004113988	0.04181581	0.8002194	0.9959254
ENSMUSG00000037824	133.9874	-0.002084688	0.05735512	0.8993877	0.9983069
ENSMUSG00000037826	761.6865	-0.002012065	0.0439505	0.9039166	0.9983069
ENSMUSG00000037827	6.906972	0.003741693	0.0691393	0.5516453	NA
ENSMUSG00000037833	6.707553	0.001421721	0.06874143	0.8292889	NA
ENSMUSG00000037843	315.6761	0.0494046	0.08218795	0.05859057	0.791842
ENSMUSG00000037845	46.03457	-0.02062922	0.07199218	0.1515796	0.8817938
ENSMUSG00000037846	32.58457	-0.01104814	0.06638896	0.4180986	0.975772
ENSMUSG00000037847	13.95494	0.01665964	0.07337508	0.06019449	0.7919027
ENSMUSG00000037849	0.1137343	-0.0002872385	0.07583539	0.8280088	NA
ENSMUSG00000037851	304.2449	0.007088862	0.05837546	0.6725624	0.9925851
ENSMUSG00000037852	8375.719	0.04548044	0.07655087	0.08014981	0.809914
ENSMUSG00000037855	2503.206	-0.008158289	0.05843721	0.6303471	0.9918021
ENSMUSG00000037857	618.7413	0.01541334	0.0521177	0.4106003	0.975772
ENSMUSG00000037860	39.24883	-0.01651989	0.07235026	0.1077605	0.8531685
ENSMUSG00000037868	22.6877	0.004764829	0.06785081	0.6057352	0.9907391
ENSMUSG00000037872	84.09403	-0.01844228	0.07352277	0.07607287	0.8078312
ENSMUSG00000037876	1204.127	-0.04058239	0.0788332	0.07930299	0.8094017
ENSMUSG00000037884	0.1710999	-0.0008133771	0.07834843	0.5501671	NA
ENSMUSG00000037885	251.6435	-0.007071961	0.05846625	0.672764	0.9925851
ENSMUSG00000037887	730.7117	-0.01529813	0.06068362	0.4005254	0.975772
ENSMUSG00000037890	193.9959	-0.001001353	0.05695381	0.9517615	0.9983069
ENSMUSG00000037892	91.28712	0.04597559	0.08807482	0.02299551	0.6581891
ENSMUSG00000037894	603.1393	-0.0280324	0.0724419	0.1444214	0.8817938
ENSMUSG00000037896	172.3606	0.006703537	0.06151497	0.6652195	0.9925851
ENSMUSG00000037902	2266.077	0.01066883	0.05178194	0.554816	0.9860567
ENSMUSG00000037904	34.19706	0.0117946	0.06756869	0.3608263	0.9687761
ENSMUSG00000037905	749.7076	0.04539519	0.07742647	0.07835113	0.8078312
ENSMUSG00000037907	244.0336	0.003212676	0.06448794	0.802626	0.9959254
ENSMUSG00000037910	0.06078082	0	0.07548602	1	NA
ENSMUSG00000037913	0.1641965	-0.0002864787	0.07586046	0.8282999	NA
ENSMUSG00000037916	798.3878	-0.001385025	0.05321354	0.9357795	0.9983069
ENSMUSG00000037921	10.85286	-0.01544405	0.07274527	0.0733626	0.8078312
ENSMUSG00000037922	15.48028	0.003100436	0.06771608	0.7295451	0.9945077
ENSMUSG00000037926	485.9941	-0.01060826	0.06219235	0.5124179	0.9833475
ENSMUSG00000037933	428.5442	0.00627491	0.04879494	0.7193016	0.9945077
ENSMUSG00000037935	301.3021	0.008777744	0.06203685	0.5769844	0.9892007
ENSMUSG00000037936	158.0683	0.0008023674	0.06556163	0.9446999	0.9983069
ENSMUSG00000037938	34.76131	0.002247176	0.06429052	0.8617468	0.9968315
ENSMUSG00000037940	192.6236	-0.002794216	0.06191008	0.848753	0.9965697
ENSMUSG00000037944	0.9950315	-0.001063154	0.07108412	0.6250653	NA
ENSMUSG00000037946	43.68273	0.005706957	0.06571975	0.6407344	0.9918021
ENSMUSG00000037949	107.4367	0.002685035	0.05712821	0.8713807	0.9970857
ENSMUSG00000037953	1.877717	0.0007351633	0.06972739	0.8437943	NA
ENSMUSG00000037957	178.6091	-0.03137204	0.07072007	0.1481317	0.8817938
ENSMUSG00000037958	75.83563	0.00308204	0.06612162	0.7828186	0.9959254
ENSMUSG00000037960	17.79844	0.0008328943	0.06635124	0.9376283	0.9983069
ENSMUSG00000037962	3.618986	0.002825501	0.07009992	0.4401524	NA
ENSMUSG00000037965	367.275	-0.02678891	0.07369825	0.1266598	0.8685696
ENSMUSG00000037966	65.70216	0.01566616	0.06591945	0.3331119	0.9606663
ENSMUSG00000037971	143.6551	-0.007286929	0.06255825	0.628695	0.9918021
ENSMUSG00000037972	1267.368	8.43955e-05	0.05235189	0.996093	0.9995253
ENSMUSG00000037973	1.221613	-0.0008575439	0.07038395	0.7388334	NA
ENSMUSG00000037974	0.1833116	-0.0005456124	0.07664736	0.6840323	NA
ENSMUSG00000037977	36.88076	0.0003599473	0.06666482	0.9718928	0.9983069
ENSMUSG00000037979	202.0415	0.02235934	0.07234281	0.1464142	0.8817938
ENSMUSG00000037982	3.047086	-0.002699793	0.07297655	0.2558562	NA
ENSMUSG00000037984	8.88316	-0.001863228	0.06968337	0.6520348	NA
ENSMUSG00000037989	488.3648	-0.004782427	0.06618947	0.6768448	0.9925851
ENSMUSG00000037990	197.4318	-0.006173817	0.06276308	0.6741809	0.9925851
ENSMUSG00000037991	1.86225	0.004250862	0.07764373	0.1030598	NA
ENSMUSG00000037992	25.93933	0.01131005	0.06774208	0.3640891	0.9702046
ENSMUSG00000037993	219.8465	0.01485593	0.05995722	0.4152867	0.975772
ENSMUSG00000037994	20.93165	0.01104205	0.06855733	0.3306129	0.9602183
ENSMUSG00000037995	29.98884	-0.009951963	0.06936649	0.2935937	0.9540687
ENSMUSG00000037996	3832.312	-0.1614604	0.12812142	0.0001541372	0.1274287
ENSMUSG00000037997	187.6082	-0.02254145	0.06984712	0.196963	0.9068709
ENSMUSG00000037999	980.0871	0.004276201	0.05484293	0.803204	0.9959254
ENSMUSG00000038000	86.50866	0.03682263	0.0801976	0.06396293	0.7980898
ENSMUSG00000038002	225.2102	-0.006706057	0.06362116	0.6379971	0.9918021
ENSMUSG00000038005	140.9909	0.04254861	0.08540992	0.03251052	0.6931053
ENSMUSG00000038007	64.32168	-0.02312828	0.07218885	0.1511818	0.8817938
ENSMUSG00000038009	0.09334478	0.0003918692	0.07612152	0.7678655	NA
ENSMUSG00000038010	23.87042	-0.00639249	0.06930231	0.3797405	0.9741099
ENSMUSG00000038011	20.86868	-0.001233372	0.06907466	0.8290185	0.9959254
ENSMUSG00000038013	357.7621	0.002239497	0.0639235	0.8653651	0.9970191
ENSMUSG00000038014	1263.717	0.01000525	0.0541275	0.5773584	0.9892007
ENSMUSG00000038020	388.0661	-0.0009147084	0.06355341	0.9456194	0.9983069
ENSMUSG00000038022	74.23358	-0.001335861	0.06041371	0.93058	0.9983069
ENSMUSG00000038023	589.3288	-0.0101784	0.0592082	0.553436	0.9858817
ENSMUSG00000038024	345.4567	-0.01804859	0.05689448	0.3523302	0.9678929
ENSMUSG00000038025	292.1885	0.008612247	0.06200318	0.5835201	0.9892007
ENSMUSG00000038026	253.904	0.04685173	0.0882326	0.02441656	0.658295
ENSMUSG00000038028	108.6143	0.01031385	0.06500287	0.4750855	0.9833475
ENSMUSG00000038034	812.2651	0.04573993	0.08030992	0.06851143	0.8078312
ENSMUSG00000038037	2.943498	0.001820713	0.06920276	0.7394596	NA
ENSMUSG00000038039	852.9357	-0.02331198	0.05761242	0.256136	0.939502
ENSMUSG00000038042	284.4719	0.02153462	0.06783742	0.2331976	0.9334812
ENSMUSG00000038044	2.247876	0.002965803	0.07217826	0.2556234	NA
ENSMUSG00000038045	0.06078082	0	0.07548602	1	NA
ENSMUSG00000038046	64.73427	0.002714298	0.05990054	0.8623129	0.9968315
ENSMUSG00000038047	97.08318	-0.007953176	0.0632371	0.592038	0.9899008
ENSMUSG00000038048	101.1727	0.002678787	0.06410237	0.838094	0.9959254
ENSMUSG00000038055	107.4619	0.02452036	0.06843448	0.2037786	0.9128089
ENSMUSG00000038056	1795.032	-0.02413496	0.06725832	0.2176383	0.9202046
ENSMUSG00000038057	1.930343	-0.0033991	0.07009039	0.3880904	NA
ENSMUSG00000038058	34.84153	0.006816044	0.06609921	0.5760207	0.9892007
ENSMUSG00000038059	23.62427	-0.02232653	0.07510314	0.06555544	0.8026293
ENSMUSG00000038060	14.11748	-0.001456198	0.06863866	0.8314361	0.9959254
ENSMUSG00000038064	0.2215395	0	0.07548602	1	NA
ENSMUSG00000038065	593.1046	0.01385418	0.05901523	0.4454289	0.9784469
ENSMUSG00000038068	118.2255	-0.002403642	0.0603737	0.876102	0.9970857
ENSMUSG00000038069	143.1868	0.002716318	0.05838238	0.8670002	0.9970857
ENSMUSG00000038070	234.0932	0.004683768	0.05164039	0.7882627	0.9959254
ENSMUSG00000038071	0.4743688	0	0.07360894	1	NA
ENSMUSG00000038072	327.1365	-0.006568739	0.04768819	0.7053208	0.9945077
ENSMUSG00000038074	68.6268	-0.01708337	0.06899069	0.2458776	0.9345905
ENSMUSG00000038077	564.4513	0.013465	0.06150688	0.4383648	0.9782461
ENSMUSG00000038079	88.82496	0.007145464	0.06117422	0.6500681	0.9918021
ENSMUSG00000038080	95.18298	-0.001790426	0.06332824	0.8954916	0.9983069
ENSMUSG00000038084	1819.49	-0.0243041	0.05991169	0.2433078	0.9345905
ENSMUSG00000038085	38.31134	0.02299747	0.07509517	0.07302987	0.8078312
ENSMUSG00000038086	0.4873733	-0.0007059304	0.07292226	0.6668841	NA
ENSMUSG00000038094	61.12574	0.01335866	0.06885309	0.2835645	0.946618
ENSMUSG00000038095	1721.58	0.001851662	0.04172538	0.9090919	0.9983069
ENSMUSG00000038102	670.9757	0.007746772	0.04662808	0.6543169	0.9918021
ENSMUSG00000038112	332.8439	0.01525525	0.07369256	0.0409243	0.7263677
ENSMUSG00000038115	298.4212	-0.03602821	0.07826358	0.08194968	0.8159581
ENSMUSG00000038116	697.9351	0.0825836	0.09712234	0.01577934	0.6043
ENSMUSG00000038119	176.498	-0.01070738	0.06591712	0.4408549	0.9782461
ENSMUSG00000038121	593.1428	-0.01176981	0.0534778	0.5190058	0.9833475
ENSMUSG00000038122	221.4516	-0.009309304	0.05174566	0.6029125	0.9907391
ENSMUSG00000038126	274.5922	-0.01476636	0.06446783	0.3735633	0.9710376
ENSMUSG00000038127	502.5347	0.00627883	0.05887725	0.7032649	0.9945077
ENSMUSG00000038128	3769.939	-0.03032738	0.07511508	0.1100899	0.8565215
ENSMUSG00000038132	207.213	0.004717182	0.05347262	0.7857191	0.9959254
ENSMUSG00000038135	1.779765	-0.003241572	0.07286164	0.2128793	NA
ENSMUSG00000038141	645.7207	-0.009655238	0.05120829	0.59	0.9896511
ENSMUSG00000038143	1426.998	-0.03481558	0.07123659	0.1301577	0.8723284
ENSMUSG00000038145	637.6592	-0.007174872	0.0607549	0.6527121	0.9918021
ENSMUSG00000038146	92.8303	-0.008176795	0.06763109	0.4562311	0.9833475
ENSMUSG00000038147	29.78423	-0.01978362	0.07530093	0.03395728	0.6931663
ENSMUSG00000038150	265.4096	0.04131687	0.08373052	0.04309278	0.7310481
ENSMUSG00000038151	4.113308	-0.007741099	0.07666856	0.04466966	NA
ENSMUSG00000038152	8.41905	-0.003581191	0.0689241	0.5949377	NA
ENSMUSG00000038155	1.881085	-0.002506363	0.07006536	0.4831585	NA
ENSMUSG00000038156	439.2535	0.01075626	0.05830444	0.5396575	0.9837023
ENSMUSG00000038160	142.7719	-0.01244919	0.0562218	0.4948241	0.9833475
ENSMUSG00000038167	1.186078	-0.001572207	0.073389	0.4056771	NA
ENSMUSG00000038168	11.46592	-0.000776921	0.06902712	0.8931182	0.9983069
ENSMUSG00000038170	2271.627	-0.0103033	0.05094529	0.5666273	0.9872442
ENSMUSG00000038172	530.7683	-0.03097466	0.07374057	0.1258159	0.8652686
ENSMUSG00000038173	71.4266	0.003623234	0.06576188	0.7565051	0.9955379
ENSMUSG00000038174	1591.091	-0.05781745	0.07300181	0.04965349	0.7521108
ENSMUSG00000038175	90.53185	0.006664526	0.05830241	0.6902281	0.9941923
ENSMUSG00000038178	314.4843	-0.006275931	0.06411408	0.6489398	0.9918021
ENSMUSG00000038179	0.1834619	0.0002391	0.07564674	0.856709	NA
ENSMUSG00000038180	18.99543	0.01468792	0.07129859	0.149499	0.8817938
ENSMUSG00000038181	513.1623	0.05660845	0.08837363	0.03612984	0.7087688
ENSMUSG00000038187	381.5176	-0.009060934	0.05276804	0.612055	0.9907391
ENSMUSG00000038188	8.839551	-0.002425319	0.06860806	0.7326822	NA
ENSMUSG00000038192	0.07904697	-0.0004860945	0.07657165	0.7146625	NA
ENSMUSG00000038194	0.8761789	0.001799492	0.07330403	0.3651278	NA
ENSMUSG00000038195	6.324078	-0.004267173	0.06960955	0.4266646	NA
ENSMUSG00000038199	0.4630713	-0.001883451	0.07540691	0.3095389	NA
ENSMUSG00000038203	0.06078082	0	0.07548602	1	NA
ENSMUSG00000038204	0.6741676	-0.001855436	0.07347379	0.3512552	NA
ENSMUSG00000038205	297.3024	-0.05161149	0.08480329	0.04842626	0.7456457
ENSMUSG00000038206	155.3389	-0.004944539	0.05594548	0.7717328	0.9959254
ENSMUSG00000038208	33.79255	-0.01517954	0.07047622	0.1977678	0.9073531
ENSMUSG00000038210	0.1783387	0	0.07548602	1	NA
ENSMUSG00000038212	438.7953	-0.04257326	0.0762443	0.08794261	0.8233479
ENSMUSG00000038213	27.35766	0.005845728	0.06797559	0.5358553	0.9833475
ENSMUSG00000038214	31.94381	0.01185731	0.06882325	0.3034897	0.9540687
ENSMUSG00000038215	66.61572	-0.01652579	0.06857078	0.2621147	0.9407565
ENSMUSG00000038216	2.77561	0.0004628082	0.06921823	0.9293239	NA
ENSMUSG00000038217	1.1789	-0.001124486	0.07082316	0.6283012	NA
ENSMUSG00000038224	0.5005382	-0.0006582804	0.07167591	0.7225319	NA
ENSMUSG00000038225	44.83579	-0.01072225	0.06643709	0.425373	0.975772
ENSMUSG00000038233	56.87704	-0.002354065	0.06123681	0.8751812	0.9970857
ENSMUSG00000038235	30.11657	0.01030411	0.0677684	0.3860043	0.9751418
ENSMUSG00000038236	0.2464306	0.0006594633	0.0772062	0.6253779	NA
ENSMUSG00000038239	0.6599713	-0.0002256723	0.07205353	0.8930461	NA
ENSMUSG00000038240	98.181	-0.05139109	0.08897811	0.02958632	0.6903854
ENSMUSG00000038241	252.0632	0.005295694	0.06358692	0.7041516	0.9945077
ENSMUSG00000038242	4.587275	0.002567894	0.06971208	0.5521382	NA
ENSMUSG00000038244	377.586	0.002151292	0.06059508	0.8881384	0.9983069
ENSMUSG00000038248	142.5329	0.0171854	0.07109403	0.1731856	0.8976294
ENSMUSG00000038250	318.1501	0.00848013	0.04568985	0.621662	0.9918021
ENSMUSG00000038252	131.6766	-0.002399227	0.06443562	0.851246	0.9967687
ENSMUSG00000038253	0.03952348	-0.0002853043	0.07585737	0.8289884	NA
ENSMUSG00000038255	26.54096	-0.004238982	0.06947778	0.4552247	0.9833475
ENSMUSG00000038256	173.0587	0.006299409	0.06729564	0.552491	0.9858125
ENSMUSG00000038257	52.43102	0.01760412	0.07455739	0.03495975	0.7026904
ENSMUSG00000038259	0.3223259	0.0005744912	0.07683917	0.6683369	NA
ENSMUSG00000038260	41.02056	0.002872572	0.06666222	0.7839038	0.9959254
ENSMUSG00000038264	193.9729	0.0094821	0.06116502	0.5612948	0.9863285
ENSMUSG00000038267	578.7173	-0.005477961	0.06056242	0.7272723	0.9945077
ENSMUSG00000038268	171.7315	0.007028116	0.06016576	0.6635756	0.9925851
ENSMUSG00000038271	238.0735	0.01661448	0.06004582	0.3750971	0.9715168
ENSMUSG00000038274	787.9175	-0.00743654	0.05733816	0.6635836	0.9925851
ENSMUSG00000038276	3.227637	0.0005713551	0.06989661	0.8616754	NA
ENSMUSG00000038279	135.3126	0.004947046	0.05646465	0.7702808	0.995925
ENSMUSG00000038280	408.3814	-0.004262048	0.05489076	0.8037519	0.9959254
ENSMUSG00000038286	112.0924	0.006204533	0.05949618	0.702749	0.9945077
ENSMUSG00000038290	405.3554	-0.0008542493	0.05718692	0.9586808	0.9983069
ENSMUSG00000038291	641.8363	-0.004348752	0.05175929	0.8027986	0.9959254
ENSMUSG00000038292	5.663401	-0.003716467	0.06927381	0.5315733	NA
ENSMUSG00000038295	51.16559	0.01398491	0.06935713	0.255267	0.9386281
ENSMUSG00000038296	252.8155	-0.03595168	0.07574122	0.1029412	0.8403005
ENSMUSG00000038298	0.7053324	-0.0001211226	0.07115076	0.950121	NA
ENSMUSG00000038299	230.0074	0.007749842	0.05904481	0.6425048	0.9918021
ENSMUSG00000038301	736.9874	-0.02711609	0.06266041	0.2073977	0.9165668
ENSMUSG00000038302	83.37484	0.003296968	0.06093487	0.8286151	0.9959254
ENSMUSG00000038304	0.9311641	0	0.07543009	1	NA
ENSMUSG00000038305	166.5827	0.01565856	0.0687671	0.2640821	0.9407565
ENSMUSG00000038312	114.0624	-0.007283153	0.05746615	0.6691085	0.9925851
ENSMUSG00000038319	167.3389	0.006318584	0.06546649	0.617547	0.9912757
ENSMUSG00000038323	196.0754	-0.01922964	0.0680252	0.2501006	0.9358582
ENSMUSG00000038324	765.2426	-0.01064486	0.05100851	0.5548002	0.9860567
ENSMUSG00000038330	0.144607	-0.0002563692	0.07578531	0.8460076	NA
ENSMUSG00000038331	18.41704	-0.01009443	0.07080912	0.1493851	0.8817938
ENSMUSG00000038332	397.0737	-0.04388403	0.07456044	0.08818252	0.8233479
ENSMUSG00000038335	210.1696	0.04101251	0.08129443	0.06264947	0.7954665
ENSMUSG00000038342	152.0238	-0.0001552033	0.06495049	0.9898333	0.998879
ENSMUSG00000038344	249.8567	-0.007853941	0.05216141	0.6577331	0.9925851
ENSMUSG00000038346	156.0619	-0.03325229	0.07824452	0.07579873	0.8078312
ENSMUSG00000038347	50.87084	0.0104632	0.06970073	0.259871	0.9407565
ENSMUSG00000038349	414.1573	-0.01375629	0.0628195	0.4176539	0.975772
ENSMUSG00000038351	589.6721	0.007491654	0.05880563	0.6540927	0.9918021
ENSMUSG00000038352	13.34251	0.002600615	0.06769919	0.7698308	0.995925
ENSMUSG00000038354	51.92367	0.01499161	0.06937503	0.2475624	0.9345905
ENSMUSG00000038365	347.6052	-0.02049455	0.05991145	0.3019463	0.9540687
ENSMUSG00000038366	468.4619	0.05563504	0.08704334	0.04033967	0.7263677
ENSMUSG00000038368	817.5482	-0.03692594	0.07940119	0.07236407	0.8078312
ENSMUSG00000038369	440.0016	-0.004734331	0.06768249	0.6177563	0.9912757
ENSMUSG00000038370	1236.476	-0.01449394	0.06853968	0.2833447	0.946618
ENSMUSG00000038371	865.8279	-0.007856786	0.05873468	0.6402227	0.9918021
ENSMUSG00000038372	72.19646	-0.002621728	0.06394145	0.8429711	0.9959254
ENSMUSG00000038374	193.2539	0.006119935	0.05957325	0.7058792	0.9945077
ENSMUSG00000038375	516.7935	-0.05630726	0.09320116	0.01740402	0.6181464
ENSMUSG00000038379	2.644339	-0.00164039	0.06992586	0.6380376	NA
ENSMUSG00000038383	121.9269	0.005753595	0.05980624	0.720269	0.9945077
ENSMUSG00000038384	183.4327	-0.005129543	0.06964568	0.3731677	0.9710376
ENSMUSG00000038387	17.34536	0.006086359	0.06799761	0.5221151	0.9833475
ENSMUSG00000038388	532.5491	-0.05569674	0.08503297	0.04587742	0.7439823
ENSMUSG00000038390	436.6545	0.009377796	0.05386023	0.5998134	0.9903903
ENSMUSG00000038393	138.4552	0.00776064	0.06044295	0.6319027	0.9918021
ENSMUSG00000038398	76.67748	0.01358875	0.06586324	0.3725945	0.9710376
ENSMUSG00000038400	232.3123	-0.01268046	0.06858719	0.3036738	0.9540687
ENSMUSG00000038402	11.96036	0.0002364772	0.06836252	0.9743389	0.9983069
ENSMUSG00000038403	0.7176996	0.002555874	0.07426224	0.2425383	NA
ENSMUSG00000038406	456.2207	0.005530334	0.06251952	0.7067225	0.9945077
ENSMUSG00000038408	0.4970673	-0.0004609181	0.07406524	0.7523418	NA
ENSMUSG00000038412	290.4414	0.01891875	0.06509615	0.2955296	0.9540687
ENSMUSG00000038415	12.76817	0.0006352046	0.06765623	0.941902	0.9983069
ENSMUSG00000038416	307.019	-0.01593922	0.05385479	0.4001364	0.975772
ENSMUSG00000038417	413.9906	-0.01195036	0.06215442	0.472549	0.9833475
ENSMUSG00000038418	331.0036	-0.01236053	0.06669776	0.3776164	0.9734482
ENSMUSG00000038422	21.21202	0.005618194	0.06642901	0.6233436	0.9918021
ENSMUSG00000038425	77.09157	0.01960277	0.06615275	0.2743345	0.9418056
ENSMUSG00000038429	1393.638	0.004894718	0.04933835	0.7785804	0.9959254
ENSMUSG00000038437	1133.532	0.0118645	0.06169507	0.4799888	0.9833475
ENSMUSG00000038446	221.6672	-0.01130882	0.0577082	0.5248281	0.9833475
ENSMUSG00000038451	9.5125	-0.01118721	0.07078499	0.1593953	0.8924826
ENSMUSG00000038453	936.4299	-0.008270023	0.06579122	0.5249949	0.9833475
ENSMUSG00000038456	173.0145	0.0128814	0.06426024	0.4188935	0.975772
ENSMUSG00000038457	8.070877	0.007699016	0.06993452	0.2583067	NA
ENSMUSG00000038459	161.3452	-0.006516213	0.06165889	0.6717867	0.9925851
ENSMUSG00000038462	519.1419	-0.00883712	0.05183006	0.6203545	0.9918021
ENSMUSG00000038463	25.17215	0.01569617	0.07158924	0.140889	0.8817938
ENSMUSG00000038467	673.3718	0.01818831	0.06443891	0.3133474	0.9564488
ENSMUSG00000038473	215.4515	-0.008062373	0.06656409	0.5075897	0.9833475
ENSMUSG00000038481	784.321	-0.01125891	0.05154136	0.5346012	0.9833475
ENSMUSG00000038482	206.715	-0.02179652	0.06310979	0.2710678	0.9418056
ENSMUSG00000038485	840.521	0.004605305	0.05248215	0.7913378	0.9959254
ENSMUSG00000038486	2296.283	0.02709763	0.060134	0.2070196	0.9165668
ENSMUSG00000038489	69.72078	0.005740563	0.06452346	0.6666684	0.9925851
ENSMUSG00000038491	0.4313188	0.0007622616	0.07342376	0.6337195	NA
ENSMUSG00000038495	530.8058	-0.004941935	0.06331187	0.7253907	0.9945077
ENSMUSG00000038496	16.33545	0.0009818682	0.06763267	0.9109369	0.9983069
ENSMUSG00000038497	195.1179	0.01806077	0.0644104	0.3156352	0.9565926
ENSMUSG00000038500	109.0655	0.02813172	0.07649355	0.08030318	0.809914
ENSMUSG00000038502	536.7868	0.01639441	0.06165366	0.370187	0.9710376
ENSMUSG00000038503	322.8989	-0.02025826	0.0699112	0.2055438	0.9154086
ENSMUSG00000038506	276.0497	-0.0215955	0.06292459	0.2747278	0.9418056
ENSMUSG00000038507	62.34853	0.01766218	0.06976101	0.2201119	0.9225473
ENSMUSG00000038508	0.3737319	-0.001105461	0.07898784	0.4418854	NA
ENSMUSG00000038510	86.17656	0.000774225	0.05795889	0.9620324	0.9983069
ENSMUSG00000038515	17.7456	0.004490654	0.06704697	0.6638814	0.9925851
ENSMUSG00000038517	187.7409	-0.02053363	0.07007534	0.2008698	0.9096831
ENSMUSG00000038518	398.2387	-0.01260914	0.05896304	0.4797301	0.9833475
ENSMUSG00000038520	255.6117	0.008914229	0.06144586	0.5786554	0.9892007
ENSMUSG00000038521	4.738744	0.003864742	0.06977796	0.4172117	NA
ENSMUSG00000038522	6.516378	-0.004813932	0.06982197	0.3527211	NA
ENSMUSG00000038523	0.7135737	0.001259811	0.07231541	0.5110461	NA
ENSMUSG00000038524	36.36847	-0.0060032	0.06915175	0.4153848	0.975772
ENSMUSG00000038525	135.8021	-0.002099172	0.05513675	0.9015609	0.9983069
ENSMUSG00000038526	59.23898	-0.002656883	0.06507388	0.8280876	0.9959254
ENSMUSG00000038527	1.140535	0.00310205	0.07121958	0.2890897	NA
ENSMUSG00000038528	1.691989	-0.002861785	0.0701349	0.4299134	NA
ENSMUSG00000038530	1794.416	-0.003213541	0.06057738	0.8346415	0.9959254
ENSMUSG00000038533	454.2106	-0.02153945	0.07098435	0.1781826	0.8976294
ENSMUSG00000038534	93.08119	-0.0001810708	0.06398533	0.9889276	0.9987246
ENSMUSG00000038535	625.5366	-0.04575084	0.08605259	0.03657916	0.7087688
ENSMUSG00000038537	19.23367	-0.001358462	0.06771734	0.8754477	0.9970857
ENSMUSG00000038538	1100.843	-0.02255746	0.07127603	0.1706249	0.8976294
ENSMUSG00000038539	35.22476	0.02255152	0.07420306	0.0958498	0.8302333
ENSMUSG00000038540	15.17403	0.00257952	0.06884658	0.6955511	0.9945077
ENSMUSG00000038541	0.1293214	0.0006125994	0.07703066	0.6485453	NA
ENSMUSG00000038542	136.1328	-0.003112436	0.06310835	0.8230715	0.9959254
ENSMUSG00000038543	8.059474	0.0004992194	0.06792934	0.9515826	NA
ENSMUSG00000038544	131.0308	-0.0005693121	0.06446488	0.9640784	0.9983069
ENSMUSG00000038545	255.7874	0.0243427	0.06935294	0.1947776	0.9047523
ENSMUSG00000038546	371.4173	-0.04252902	0.0791725	0.07630519	0.8078312
ENSMUSG00000038550	100.696	-0.04187102	0.08776399	0.01178979	0.5890156
ENSMUSG00000038552	286.6851	0.02461424	0.07097737	0.1717028	0.8976294
ENSMUSG00000038555	382.5346	0.04317998	0.07832742	0.07940824	0.809914
ENSMUSG00000038560	4.486483	0.0009210554	0.06987673	0.7857803	NA
ENSMUSG00000038563	132.3734	-0.001693482	0.06090815	0.9107701	0.9983069
ENSMUSG00000038564	355.9062	0.003284673	0.06467244	0.7959259	0.9959254
ENSMUSG00000038567	0.6068856	0.0008928795	0.07302954	0.5962222	NA
ENSMUSG00000038569	86.1884	-4.657363e-05	0.06459515	0.9970308	0.9995834
ENSMUSG00000038570	30.826	-0.006618175	0.06669334	0.5639248	0.9863285
ENSMUSG00000038572	0.07904697	-0.0004860945	0.07657165	0.7146625	NA
ENSMUSG00000038576	574.2036	0.005719673	0.0509686	0.7440804	0.9953725
